,booking_id,booking_dt,release_dt,booking_charge_desc,booking_charge_txt,charge_release_dt,title_txt,cause_num,jurisdiction_cd,release_disposition_desc,post_flg,gender_desc,race_desc,hash_id,amer_indian_alaskan,asian_pacific_island,black,hispanic,unknown,white,female,male,place_of_birth,country_of_birth,born_in_us,time_detained,log_time_detained,admin_booking,release_to_imm,cancel_detainer,imm_hold,final_release_disp,charge_count,charge_topcount,category,type,seriousness,max_seriousness,max_charge_type,max_charge_desc,drug,other,property,public_order,sex,violent,felony,misdemeanor
34478,76af461725b3a0afaf8ec11917774efebbd1ae8f,2018-05-24 23:29:00,2018-06-14 12:48:00,CRIMINAL ASLT,,2018-06-14 18:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Credit for Time Served",CR145376,TACM,Credit for Time Served,N,MALE,BLACK,17f70d65010b1e9a83699f114a34db2803b98b87,0,0,1,0,0,0,0,1,GEORGIA,UNITED STATES OF AMERICA,True,20.554861111111116,3.0230974633876366,0,0,0,0,Credit for Time Served,4,4,gross misdemeanor,violent,3.0,3.0,violent,CRIMINAL ASLT,0,0,0,0,0,1,0,1
34481,76b6dc2ae4e19945d0ee469a8b8cd8ecc51432b9,2016-12-13 23:13:00,2016-12-14 13:45:00,DWLS/DWLR,3RD,2016-12-14 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PR",B254941,TACM,PR,N,MALE,HISPANIC,857a0facdf54c6566304e40105491e42524bcc1d,0,0,0,1,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,0.6055555555555555,-0.5016089686610667,0,0,0,0,PR,2,2,misdemeanor,public_order,2.0,3.0,public_order,HIT/RUN ATT,0,0,0,1,0,0,0,1
34482,76b8b30ddd78b20c46271a3ee9ed699ed326a929,2017-01-20 02:15:00,2017-01-20 05:05:00,DWLS/DWLR,,2017-01-20 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: SIP",,PD1,SIP,N,MALE,WHITE,2172a1cad9234478f79c62ce2821837f2ae97812,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,0.11805555555555555,-2.1365999555197845,0,0,0,0,SIP,0,0,misdemeanor,public_order,2.0,2.0,public_order,DWLS/DWLR,0,0,0,1,0,0,0,1
34497,76c825431c4142761a099cdc875f1d785b398f67,2018-07-25 08:26:00,2018-07-26 17:52:00,UPCS W INTENT,,2018-07-26 20:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",18-1-02923-8,SUP,Bail Bond,N,MALE,WHITE,0e37691d189b6daa3ce6c749e8201c0fda5d3341,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.3930555555555555,0.3314995759518345,0,0,0,0,Bail Bond,1,1,class C felony,drug,4.0,4.0,drug,UPCS W INTENT,1,0,0,0,0,0,1,0
34506,76ce3be5348e3d70c18cd0f19a0acfee19845b57,2017-07-29 11:41:00,2017-08-08 15:45:00,VEHICLE PROWL 2ND,,2017-07-31 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Dist",,SUP,NCF Dist,N,FEMALE,AMER INDIAN/ALASKAN,a4aec6bca4ffb6a81bcaeeb16ce033177b6cd459,1,0,0,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,10.169444444444443,2.3193875816700804,0,0,0,0,Dismissed,1,1,class C felony,property,4.0,5.0,property,RES BURGLARY,0,0,1,0,0,0,1,0
34507,76ce3be5348e3d70c18cd0f19a0acfee19845b57,2017-07-29 11:41:00,2017-08-08 15:45:00,CRIM MISTREAT 1,,2017-07-29 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: No Prob Cause",,SUP,No Prob Cause,N,FEMALE,AMER INDIAN/ALASKAN,df62b5cdd0341997332f047febad0d80870ffbb4,1,0,0,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,10.169444444444443,2.3193875816700804,0,0,0,0,Dismissed,1,1,class B felony,violent,5.0,5.0,property,RES BURGLARY,0,0,1,0,0,0,1,0
34521,76d8aa93f92248b310c83b2483849ee8dfa74415,2017-08-27 21:01:00,2017-09-05 10:57:00,ASSAULT 4 /DV,,2017-09-05 10:03:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Credit for Time Served",7ZC002554,PD1,Credit for Time Served,N,MALE,WHITE,2aafa0b4e3d5b5ebf67289cfe34b9792e3ab7142,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,8.580555555555557,2.149498661468426,0,0,0,0,Dismissed,2,2,class C felony,violent,4.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
34522,76db623ebb568c66cc10165b15b6493399e186df,2017-07-14 21:03:00,2017-07-15 14:13:00,MAL MISCH 2 / DV,,2017-07-15 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",,SUP,Bail Bond,N,FEMALE,BLACK,e05ba70dd57f6ae0dc9de6bc131306e8ec1a9512,0,0,1,0,0,0,1,0,US VIRGIN ISLANDS,UNITED STATES OF AMERICA,True,0.7152777777777778,-0.33508431134636485,0,0,0,0,Bail Bond,0,0,class B felony,property,5.0,5.0,property,MAL MISCH 2 / DV,0,0,1,0,0,0,1,0
34523,76dcc0324a758af9e3b8db2e702ab38f18147f34,2016-11-06 01:27:00,2016-11-07 19:41:00,ASSAULT 4 /DV,,2016-11-07 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: No Charges Filed",,PD1,No Charges Filed,N,MALE,WHITE,9fcd470edac85c3847d0f37b8835cc4bf90bf877,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.7597222222222222,0.5651559683110381,0,0,0,0,No Charges Filed,0,0,class C felony,violent,4.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
34524,76dd14abf8f9f9b73bc7f1b173b3b219b13079ff,2017-02-18 01:08:00,2017-02-21 13:40:00,ASSAULT 4 /DV,,2017-02-21 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,PD1,NCF Final,N,MALE,WHITE,59b4d2d61ef3ccb1047b534d32e9d568b9d36f29,0,0,0,0,0,1,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,3.5222222222222217,1.2590921035470155,0,0,0,0,NCF Final,0,0,class C felony,violent,4.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
34529,76df88a47e3df39f3c2832600ab6f2f19fe1f731,2017-01-09 15:40:00,2017-03-06 08:30:00,TMVWOP 2,,2017-03-03 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",16-1-02282-2,SUP,Time Served,N,MALE,HISPANIC,fbc4d6f81ee2687b5c9fa34c642ee926fb1b205f,0,0,0,1,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,55.70138888888889,4.020005081790924,0,0,0,0,Probation/Parole Officer,4,4,class C felony,property,4.0,4.0,property,TMVWOP 2,0,0,1,0,0,0,1,0
34530,76e0fb48e30dd85976712ebde26cf4c8e4193729,2018-04-26 18:46:00,2018-04-27 11:00:00,FEL HARASS (NON DV),,2018-04-27 11:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Mini-Chain",16C080916,KING,Mini-Chain,N,MALE,BLACK,a09cb2a681bda28433c7acc50fba1a2cea7f322e,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,0.6763888888888889,-0.3909870889275112,0,0,0,0,Mini-Chain,1,1,class C felony,violent,4.0,4.0,violent,FEL HARASS (NON DV),0,0,0,0,0,1,1,0
34539,76ec8879d25b3f262ec30860ca21224851d62c22,2017-12-11 12:18:00,2017-12-18 10:45:00,THEFT 3RD,,2017-12-12 11:01:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Credit for Time Served",B00255734,TACM,Credit for Time Served,N,FEMALE,AMER INDIAN/ALASKAN,28c6fc6de4ce1b6a7f713f1ec333cf7402f2fd91,1,0,0,0,0,0,1,0,UNKNOWN,UNKNOWN,False,6.935416666666668,1.9366411336730884,0,0,0,0,Mini-Chain,4,4,gross misdemeanor,property,3.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
34540,76ec8879d25b3f262ec30860ca21224851d62c22,2017-12-11 12:18:00,2017-12-18 10:45:00,DWLS/DWLR,,2017-12-18 11:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Mini-Chain",6Z0855237,GRAD,Mini-Chain,N,FEMALE,AMER INDIAN/ALASKAN,1009df1234284d4ca080937312984e31689b4ff6,1,0,0,0,0,0,1,0,UNKNOWN,UNKNOWN,False,6.935416666666668,1.9366411336730884,0,0,0,0,Mini-Chain,4,4,misdemeanor,public_order,2.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
34541,76ee35fe1922b38a1de0ca3c06342f5d1a9d06d9,2016-11-04 18:59:00,2016-11-29 05:00:00,RETAIL THFT W/EXT CIRCUMSTANCES 2,,2016-11-07 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF TacM",,SUP,NCF TacM,N,FEMALE,HISPANIC,49b8faa82f80cbdb522d2a5173c8ec89f08d0da8,0,0,0,1,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,24.417361111111113,3.195294400235312,0,0,0,0,PR,1,1,class C felony,property,4.0,4.0,property,RETAIL THFT W/EXT CIRCUMSTANCES 2,0,0,1,0,0,0,1,0
34542,76ee35fe1922b38a1de0ca3c06342f5d1a9d06d9,2016-11-04 18:59:00,2016-11-29 05:00:00,THEFT 3RD,,2016-11-08 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PR",B254812,TACM,PR,N,FEMALE,HISPANIC,e4f96753c18bada955561d8cdec810102dbf7c60,0,0,0,1,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,24.417361111111113,3.195294400235312,0,0,0,0,PR,1,1,gross misdemeanor,property,3.0,4.0,property,RETAIL THFT W/EXT CIRCUMSTANCES 2,0,0,1,0,0,0,1,0
34543,76efad7533f8bec6993ae72643b6103794bfe729,2017-09-09 03:02:00,2017-09-11 13:40:00,CRIMINAL ASLT,,2017-09-09 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: No Prob Cause",,TACM,No Prob Cause,N,MALE,WHITE,4788ce74499f4d3c8b128b3cc4afcef03a8122d6,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,2.4430555555555555,0.8932495327274572,0,0,0,0,PR,1,1,gross misdemeanor,violent,3.0,4.0,violent,CRIM ASLT /DV,0,0,0,0,0,1,1,0
34550,76fdbdcf98568a6b651dc3ae617458727acfef21,2017-02-23 13:45:00,2017-02-24 17:40:00,UPCS,MARIJUANA,2017-02-24 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PR",17-1-00817-8,SUP,PR,N,MALE,ASIAN/PACIFIC ISLAND,bec5ed15ded718b3459c6219aba6245e27243b98,0,1,0,0,0,0,0,1,SOCIALIST REPUBLIC OF VIETNAM,SOCIALIST REPUBLIC OF VIETNAM,False,1.1631944444444444,0.15117005168912048,0,0,0,0,PR,1,1,class C felony,drug,4.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
34555,7707d19c98caf3160dc97f51ba26cde8f97986fe,2017-11-14 12:01:00,2017-11-15 11:55:00,COMM CUSTODY JAIL,,2017-11-15 06:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Cancel Detainer",151025882,DOC,Cancel Detainer,N,MALE,WHITE,1fc763d91dc528de8129026e2cf8c068b6bdb56c,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,0.9958333333333332,-0.0041753714104806215,0,0,1,0,Mini-Chain,3,3,other,other,0.0,3.0,public_order,VIO NC ORD /DV,0,0,0,1,0,0,0,1
34569,771802fd13dd3c06774a21c7fe03a7f975a5daf4,2017-09-08 14:18:00,2017-09-12 08:00:00,FTR ACC (INJ),,2017-09-12 08:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: WSI Chain",17-1-01479-8,SUP,WSI Chain,Y,MALE,BLACK,58d0d8cfe6c054cb1a80ac29ee7930a31b29842a,0,0,1,0,0,0,0,1,GEORGIA,UNITED STATES OF AMERICA,True,3.7375,1.3184169387168048,0,0,0,0,WSI Chain,2,2,class C felony,public_order,4.0,5.0,violent,VEH ASLT,0,0,0,0,0,1,1,0
34587,77224fa101200eaf00f3036e15cef0ea8c5aa18d,2017-06-07 00:02:00,2017-06-12 11:00:00,PHONE HARAS /DV,,2017-06-08 17:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,PD1,NCF Final,N,MALE,WHITE,5f7f84086f3451cfb7b9e1f6503d89f03518e0f9,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,5.456944444444446,1.6968890075483591,0,0,0,0,Bail Bond,2,2,class C felony,public_order,4.0,4.0,public_order,PHONE HARAS /DV,0,0,0,1,0,0,1,0
34588,77224fa101200eaf00f3036e15cef0ea8c5aa18d,2017-06-07 00:02:00,2017-06-12 11:00:00,MAL MISC 3 /DV,,2017-06-08 17:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,PD1,NCF Final,N,MALE,WHITE,cb02dcd1193dc7ba25e0e51285d140301148e956,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,5.456944444444446,1.6968890075483591,0,0,0,0,Bail Bond,2,2,gross misdemeanor,property,3.0,4.0,public_order,PHONE HARAS /DV,0,0,0,1,0,0,1,0
34589,77224fa101200eaf00f3036e15cef0ea8c5aa18d,2017-06-07 00:02:00,2017-06-12 11:00:00,ASSAULT 4 /DV,,2017-06-12 12:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",7ZC001592,PD1,Bail Bond,N,MALE,WHITE,184c7378ec115413b20b9ffc2878d2ed0e2004cb,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,5.456944444444446,1.6968890075483591,0,0,0,0,Bail Bond,2,2,class C felony,violent,4.0,4.0,public_order,PHONE HARAS /DV,0,0,0,1,0,0,1,0
34594,772d1371df162b939163956f062a0260e636c243,2017-05-23 23:20:00,2017-07-09 05:00:00,FEL DV CRT ORD VIO,,2017-05-24 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF TacM",,SUP,NCF TacM,N,FEMALE,BLACK,2f608085d5f582570a3fa06dc99b46879b57bd84,0,0,1,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,46.236111111111114,3.8337611185589697,0,0,0,0,Time Served,4,4,class C felony,violent,4.0,4.0,violent,FEL DV CRT ORD VIO,0,0,0,0,0,1,1,0
34623,773c303f338f7f4f9b9431e2e4225c7154605265,2018-06-22 03:23:00,2018-06-24 17:38:00,FALSE STATEMENT TO PUB SERVANT,,2018-06-24 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",6Z0151140,EVEM,Bail Bond,N,FEMALE,BLACK,1a638a3a13038c02ec4cacb4d8384aad87bc3bd4,0,0,1,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,2.59375,0.9531047049968714,0,0,0,0,Bail Bond,8,8,gross misdemeanor,public_order,3.0,4.0,violent,FEL HARASS (NON DV),0,0,0,0,0,1,1,0
34624,773c303f338f7f4f9b9431e2e4225c7154605265,2018-06-22 03:23:00,2018-06-24 17:38:00,DWLS/DWLR,,2018-06-24 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",6Z0251933,PD1,Bail Bond,N,FEMALE,BLACK,4216e60f75434e3d0d9df110f4c243f4fafe2c91,0,0,1,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,2.59375,0.9531047049968714,0,0,0,0,Bail Bond,8,8,misdemeanor,public_order,2.0,4.0,violent,FEL HARASS (NON DV),0,0,0,0,0,1,1,0
34630,773c303f338f7f4f9b9431e2e4225c7154605265,2018-06-22 03:23:00,2018-06-24 17:38:00,DWLS/DWLR,,2018-06-24 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",6Z0151141,EVEM,Bail Bond,N,FEMALE,BLACK,8181a405791978c0f584a80c9602bfe06130666d,0,0,1,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,2.59375,0.9531047049968714,0,0,0,0,Bail Bond,8,8,misdemeanor,public_order,2.0,4.0,violent,FEL HARASS (NON DV),0,0,0,0,0,1,1,0
34658,7758ad79238d39e8fa1868d2d050be64cae064f9,2016-12-07 09:36:00,2017-02-25 07:45:00,ASSAULT 4 /DV,,2017-02-25 07:45:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Dismissed",6ZC003042,PD1,Dismissed,N,MALE,BLACK,321c850ce667390cfad73bbc3dab380b50148e0d,0,0,1,0,0,0,0,1,SOUTH CAROLINA,UNITED STATES OF AMERICA,True,79.92291666666667,4.38106262850254,0,0,0,0,Dismissed,3,3,class C felony,violent,4.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
34661,7759dc143d5fd70c0ed137b59ff99118318322af,2017-02-17 00:08:00,2017-02-27 21:30:00,CRIM ASLT /DV,,2017-02-27 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",17-1-00767-8,SUP,Bail Bond,N,FEMALE,WHITE,fedd0a0ec4131244cdd24670fd6271ce748a7dca,0,0,0,0,0,1,1,0,CALIFORNIA,UNITED STATES OF AMERICA,True,10.890277777777778,2.3878704442208205,0,0,0,0,Bail Bond,2,2,class C felony,violent,4.0,4.0,property,FEL VEHICLE PROWL,0,0,1,0,0,0,1,0
34662,775c09e445ec4333e77001e3635c3d90da83e8d9,2016-11-22 20:40:00,2016-11-23 13:00:00,VIO NC ORD /DV,,2016-11-23 16:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,PD1,NCF Final,N,MALE,WHITE,78c846a5dfe63abad005d527d81ad9f1d8a65363,0,0,0,0,0,1,0,1,ILLINOIS,UNITED STATES OF AMERICA,True,0.6805555555555556,-0.3848458209054287,0,0,0,0,NCF Final,0,0,gross misdemeanor,public_order,3.0,3.0,public_order,VIO NC ORD /DV,0,0,0,1,0,0,0,1
34663,775dacb605fe1d2a48573952d4b703f7dcf743e2,2018-06-02 01:58:00,2018-06-04 13:15:00,DUI WITH PRIOR CONVICTION,,2018-06-04 15:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF, Pending Inv",,PD1,"NCF, Pending Inv",N,MALE,WHITE,425102252d0c42715dc54749d644c0406c466b98,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,2.470138888888889,0.9042743793784088,0,0,0,0,"NCF, Pending Inv",0,0,class B felony,public_order,5.0,5.0,public_order,DUI WITH PRIOR CONVICTION,0,0,0,1,0,0,1,0
34671,7766e4fae91ff42d3ae4028dc481f7264de7183b,2018-06-15 22:49:00,2018-07-17 08:00:00,OBSTR PUB SERV,,2018-07-12 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Dismissed",18-1-02339-6,SUP,Dismissed,N,MALE,HISPANIC,ab80d6f201e96ebf8a9f556794881db570b364af,0,0,0,1,0,0,0,1,WISCONSIN,UNITED STATES OF AMERICA,True,31.382638888888888,3.446254838379996,0,0,0,0,WSI Chain,5,5,misdemeanor,public_order,2.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
34672,7766e4fae91ff42d3ae4028dc481f7264de7183b,2018-06-15 22:49:00,2018-07-17 08:00:00,COUNTERFEITING,,2018-06-18 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF Final",,SUP,NCF Final,N,MALE,HISPANIC,6cfe70d36cb52946da2333e79a613e2e6c337aee,0,0,0,1,0,0,0,1,WISCONSIN,UNITED STATES OF AMERICA,True,31.382638888888888,3.446254838379996,0,0,0,0,WSI Chain,5,5,misdemeanor,property,2.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
34698,777c5c91f01f2d732ea4df0fc27208d3d6154d01,2017-10-24 16:29:00,2017-10-25 05:00:00,DWI,,2017-10-25 05:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Time Served",7ZC001851,PD1,Time Served,Y,FEMALE,ASIAN/PACIFIC ISLAND,9101eb009051906365e638baa1e05d33f20f9316,0,1,0,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,0.5215277777777778,-0.6509927408059115,0,0,0,0,Time Served,1,1,gross misdemeanor,public_order,3.0,3.0,public_order,DWI,0,0,0,1,0,0,0,1
34711,7787358ad71e66d720c13961aa3d8950faca1e82,2017-10-07 07:12:00,2017-10-16 11:15:00,RECK ENDANGER,,2017-10-07 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: No Prob Cause",,SUP,No Prob Cause,N,FEMALE,BLACK,113df2ec8d8c7677300d35123a7a74351c41c0cb,0,0,1,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,9.16875,2.215800962909155,0,0,0,0,Mini-Chain,2,2,gross misdemeanor,public_order,3.0,5.0,violent,VEH ASLT,0,0,0,0,0,1,1,0
34727,778ce4151ed0356325ee42cb0ba94ee88655a9f6,2017-08-03 12:24:00,2018-01-18 08:00:00,UPCS W INTENT,BBS,2018-01-18 08:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: WSI Chain",17-1-00800-3,SUP,WSI Chain,N,MALE,WHITE,2b94752f41d91799be27faf8c62780b575ee8bab,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,167.81666666666666,5.122872113693514,0,0,0,0,WSI Chain,12,10,class C felony,drug,4.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
34736,7797c8d19a865d417f9f8c62702eb89ff729f0be,2016-11-22 03:17:00,2016-12-23 11:00:00,FEL HARASS (NON DV),,2016-11-23 16:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF TacM",,SUP,NCF TacM,N,MALE,AMER INDIAN/ALASKAN,387d1eb5aa725602f051540200a9694cedee2f75,1,0,0,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,31.32152777777777,3.4443056495554503,0,0,0,0,Mini-Chain,2,2,class C felony,violent,4.0,4.0,violent,FEL HARASS (NON DV),0,0,0,0,0,1,1,0
34743,7799ff52fdcea1f09385c9fe8fa5fd3167999929,2018-05-17 11:50:00,2018-05-17 12:25:00,FAIL TRANS TITLE W/I 45 DYS,,2018-05-17 12:30:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: SIP",,PD1,SIP,N,MALE,WHITE,84f926a1b857c178bee1f5b164fae801cbf2bc4b,0,0,0,0,0,1,0,1,TEXAS,UNITED STATES OF AMERICA,True,0.02430555555555556,-3.7170503310806327,0,0,0,0,SIP,0,0,misdemeanor,public_order,2.0,3.0,public_order,OPER VEH W/O IGNITION INTERLOCK DEV,0,0,0,1,0,0,0,1
34814,77e15d4ea544ee17b9391e86b86caba9d0681cfa,2017-03-19 00:12:00,2017-03-20 13:50:00,CRIM ASLT /DV,,2017-03-20 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: No Charges Filed",,TACM,No Charges Filed,N,FEMALE,WHITE,41761fb8c76408ca3ef55027622793939af62d52,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,1.5680555555555555,0.449836352139561,0,0,0,0,No Charges Filed,0,0,class C felony,violent,4.0,4.0,violent,CRIM ASLT /DV,0,0,0,0,0,1,1,0
34838,77ed3c2b9599f422bd5ed53ddd06451b67099576,2017-07-12 03:18:00,2017-07-14 13:52:00,THEFT 3,,2017-07-14 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Court Order",15L000571,LKM,Court Order,N,MALE,WHITE,3f9025a7e425f479568669e864167d49aac52247,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,2.4402777777777778,0.8921118761769962,0,0,0,0,Court Order,6,6,gross misdemeanor,property,3.0,4.0,drug,UPCS W INTENT,1,0,0,0,0,0,1,0
34839,77ed3c2b9599f422bd5ed53ddd06451b67099576,2017-07-12 03:18:00,2017-07-14 13:52:00,THEFT 3,,2017-07-14 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Court Order",15L000360,LKM,Court Order,N,MALE,WHITE,0992f7425daa0e4ea6d16979d72e53248eb25e2e,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,2.4402777777777778,0.8921118761769962,0,0,0,0,Court Order,6,6,gross misdemeanor,property,3.0,4.0,drug,UPCS W INTENT,1,0,0,0,0,0,1,0
34870,7806b0ae35628aeccd2e0eb1db57fa3ed2280805,2017-01-22 16:52:00,2017-01-23 13:40:00,CRIM TRESP 2,,2017-01-23 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,PD1,NCF Final,N,MALE,AMER INDIAN/ALASKAN,21c20eb1cef7f4b73965bf0453cee2a69a00e980,1,0,0,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,0.8666666666666667,-0.1431008436406733,0,0,0,0,NCF Final,0,0,misdemeanor,property,2.0,2.0,property,CRIM TRESP 2,0,0,1,0,0,0,0,1
34908,78258a9a7cf3e201c76d4656795c3e8af058391d,2016-12-18 11:52:00,2016-12-22 11:50:00,MAL MISCH 3 /DV,,2016-12-19 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PR",D00048041,TACM,PR,N,MALE,BLACK,708ca8c0b937faf65d2c771b6c0fb6b42b820951,0,0,1,0,0,0,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,3.998611111111111,1.3859470786020749,0,0,0,0,Probation/Parole Officer,4,4,gross misdemeanor,property,3.0,3.0,property,MAL MISCH 3 /DV,0,0,1,0,0,0,0,1
34916,782c63457bcd8677880c91babd4a3ea518ba5168,2017-09-22 09:05:00,2017-10-26 18:55:00,THEFT OF MV,,2017-10-26 20:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Credit for Time Served",17-1-01467-4,SUP,Credit for Time Served,N,MALE,BLACK,a50d3380ba3f1eafa6773d3faa6f2e810449c97b,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,34.40972222222222,3.538339147188088,0,0,0,0,Credit for Time Served,2,2,class B felony,property,5.0,5.0,property,THEFT OF MV,0,0,1,0,0,0,1,0
34917,782edd447dede4f900e577657ecd0c4b208ba12c,2017-03-29 22:59:00,2017-06-14 05:00:00,ASSAULT 4 /DV,,2017-06-14 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",7ZC000903,PD1,Time Served,N,MALE,WHITE,a1ae436c20278fef2ba3eb8ee00a8222e6336ca5,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,76.25069444444446,4.334026522914172,0,0,0,0,Time Served,3,3,class C felony,violent,4.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
